DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
11,1101,2,2015,30,10,11,1107,999,999,9,9,320,320,9,9,61,NEOG
11,1101,3,2015,12,11,11,1101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
11,1101,3,2015,19,11,11,1101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
11,1101,3,2015,26,3,5,511,28,29,4,4,320,320,4,2,NEOG,NEOG
11,1101,3,2015,6,5,11,1101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
11,1101,3,2015,16,12,5,501,999,42,9,9,320,320,9,9,71,01
11,1101,3,2015,26,9,11,1101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
11,1101,3,2015,30,12,1,117,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
11,1101,4,2015,12,11,11,1104,37,999,9,9,320,320,1,9,NEOG,NEOG
11,1101,6,2015,14,11,11,1105,999,999,9,9,320,320,9,9,IGNORADO,NEOG
14,1401,1,2015,13,11,14,1401,22,18,1,9,320,320,3,1,NEOG,NEOG
14,1401,1,2015,25,11,14,1401,999,999,9,9,320,320,1,9,IGNORADO,IGNORADO
14,1401,2,2015,1,12,14,1401,999,999,9,9,320,320,9,1,IGNORADO,IGNORADO
14,1412,2,2015,25,11,14,1412,55,32,4,4,320,320,2,4,61,34
14,1412,2,2015,9,10,14,1412,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
14,1412,2,2015,28,10,14,1412,25,24,1,1,320,320,1,1,61,NEOG
14,1412,3,2015,30,10,14,1412,999,999,9,9,320,320,9,9,61,IGNORADO
14,1412,3,2015,30,12,14,1412,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
14,1412,3,2015,30,12,14,1412,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
14,1412,3,2015,12,11,14,1412,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
14,1412,3,2015,13,11,14,1412,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
14,1412,4,2015,2,10,14,1412,35,999,4,4,320,320,4,4,54,IGNORADO
11,1103,1,2015,18,11,11,1103,38,22,4,4,320,320,3,2,93,NEOG
11,1103,2,2015,4,11,11,1103,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
11,1103,5,2015,4,9,11,1103,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
13,1303,5,2015,6,11,13,1308,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
14,1405,6,2015,18,11,14,1405,30,21,1,1,320,320,4,3,23,NEOG
11,1107,3,2015,30,10,11,1101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
11,1107,4,2015,10,12,11,1107,999,34,9,4,320,320,9,4,NEOG,23
13,1305,3,2015,2,6,13,1305,25,26,1,1,320,320,2,2,61,NEOG
13,1307,1,2015,24,10,13,1307,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
14,1410,1,2015,27,11,14,1410,40,36,1,1,320,320,1,3,26,NEOG
14,1410,2,2015,1,10,14,1410,50,50,9,1,320,320,2,1,61,NEOG
15,1502,1,2015,17,9,15,1502,999,999,9,9,320,320,1,9,IGNORADO,IGNORADO
15,1502,1,2015,6,11,15,1502,34,999,9,9,320,320,1,9,43,IGNORADO
15,1503,1,2015,25,11,15,1503,25,21,1,4,320,320,3,3,23,NEOG
15,1503,1,2015,4,7,15,1503,27,25,1,1,320,320,4,3,52,NEOG
15,1503,2,2015,4,7,15,1503,27,25,1,1,320,320,4,3,52,NEOG
15,1503,3,2015,18,12,15,1503,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
15,1503,3,2015,10,2,15,1503,999,65,9,1,320,320,9,1,92,NEOG
20,2008,1,2015,3,12,20,2008,37,37,4,4,320,320,2,2,61,NEOG
20,2008,1,2015,10,12,20,2008,31,33,4,4,320,320,1,2,61,NEOG
20,2008,3,2015,24,10,20,2008,24,21,4,4,320,320,4,4,33,NEOG
22,2211,3,2015,22,9,22,2211,999,999,9,9,320,320,9,9,61,NEOG
15,1507,1,2015,4,11,15,1507,25,25,9,9,320,320,1,1,NEOG,NEOG
15,1507,1,2015,17,12,15,1507,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
15,1507,2,2015,25,9,15,1507,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
15,1508,6,2015,8,12,15,1508,27,20,4,1,320,320,3,2,54,NEOG
20,2007,1,2015,3,10,20,2007,38,999,4,9,320,320,3,9,74,IGNORADO
20,2007,1,2015,7,11,20,2007,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
20,2007,1,2015,24,11,20,2007,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
20,2007,1,2015,3,10,20,2007,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
20,2007,1,2015,19,11,20,2007,27,26,4,4,320,320,4,4,NEOG,NEOG
20,2007,2,2015,1,12,20,2007,39,36,9,9,320,320,9,9,IGNORADO,IGNORADO
20,2007,3,2015,19,11,20,2007,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
20,2007,3,2015,25,6,20,2007,999,999,4,4,320,320,1,1,23,23
20,2007,3,2015,4,6,20,2007,999,999,4,4,320,320,9,9,IGNORADO,IGNORADO
20,2007,3,2015,14,11,20,2007,37,36,9,4,320,320,9,2,IGNORADO,NEOG
20,2007,5,2015,19,9,20,2007,40,24,4,4,320,320,2,2,61,NEOG
2,201,1,2015,7,10,4,414,999,27,9,4,320,320,9,9,NEOG,NEOG
2,201,1,2015,17,12,2,207,25,21,4,4,320,320,9,9,61,NEOG
2,201,2,2015,23,10,2,201,27,23,4,4,320,320,2,4,74,33
2,201,2,2015,30,10,2,201,23,37,4,4,320,320,3,4,NEOG,NEOG
2,201,3,2015,22,9,2,201,30,25,4,4,320,320,5,1,NEOG,NEOG
2,201,4,2015,15,12,2,207,999,999,4,4,320,320,9,9,IGNORADO,IGNORADO
2,201,4,2015,18,8,12,1214,999,23,4,4,320,320,1,2,NEOG,NEOG
2,201,5,2015,14,11,2,201,24,21,4,4,320,320,4,4,52,NEOG
2,203,2,2015,23,12,2,203,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
2,204,1,2015,1,12,2,204,999,999,9,9,320,320,9,9,NEOG,41
2,204,1,2015,18,12,2,204,999,999,9,9,320,320,9,9,92,NEOG
2,204,1,2015,18,11,2,204,21,19,4,4,320,320,3,3,NEOG,NEOG
2,206,2,2015,15,10,2,206,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
2,206,6,2015,3,10,2,206,24,22,9,4,320,320,4,4,23,NEOG
2,202,1,2015,18,12,2,202,40,44,4,4,320,170,3,1,83,IGNORADO
2,207,1,2015,8,10,2,207,999,999,9,9,320,320,9,9,NEOG,NEOG
2,207,2,2015,21,10,2,207,25,22,4,4,320,320,3,3,52,NEOG
2,207,2,2015,23,10,2,207,36,39,4,4,320,320,3,3,61,NEOG
2,207,2,2015,8,10,2,207,999,999,9,9,320,320,9,9,61,NEOG
2,207,3,2015,28,11,2,207,999,999,9,9,320,320,9,9,NEOG,NEOG
2,208,3,2015,1,12,2,208,31,20,4,4,320,320,4,4,23,NEOG
5,501,1,2015,10,10,5,501,999,999,9,9,320,320,9,9,33,NEOG
5,501,1,2015,21,10,5,501,62,61,9,9,320,320,1,1,NEOG,NEOG
5,501,1,2015,5,12,5,501,36,31,4,9,320,320,5,4,21,33
5,501,1,2015,7,5,5,501,999,43,9,4,320,320,9,2,IGNORADO,52
5,501,1,2015,9,9,5,501,999,999,4,9,320,320,1,9,IGNORADO,IGNORADO
5,501,1,2015,5,12,5,501,42,999,4,9,320,320,2,9,71,IGNORADO
5,501,2,2015,7,11,1,101,51,37,4,4,320,320,4,4,26,41
5,501,2,2015,13,10,5,501,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,501,2,2015,17,12,5,501,37,40,4,4,320,320,4,2,NEOG,51
5,501,3,2015,10,12,5,501,49,49,4,9,320,320,2,9,93,IGNORADO
5,501,3,2015,1,9,5,501,35,24,5,4,320,320,4,4,52,43
5,501,3,2015,19,12,5,501,999,999,9,9,320,320,1,9,IGNORADO,IGNORADO
5,501,3,2015,19,12,5,501,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,501,3,2015,22,12,5,501,27,25,4,4,320,320,9,9,83,23
5,501,3,2015,22,5,5,501,999,999,9,9,320,320,1,1,IGNORADO,IGNORADO
5,501,4,2015,30,10,5,501,999,999,9,9,320,320,9,1,IGNORADO,IGNORADO
5,501,4,2015,1,4,5,501,999,999,9,9,320,320,1,1,NEOG,NEOG
5,501,4,2015,10,12,5,501,999,47,4,4,320,320,1,2,IGNORADO,NEOG
5,501,6,2015,23,4,5,501,999,999,9,9,320,320,9,9,NEOG,NEOG
6,608,2,2015,17,11,6,609,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
6,608,2,2015,18,9,6,608,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
6,608,2,2015,12,8,6,608,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
6,608,4,2015,15,4,6,611,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
6,608,4,2015,18,9,6,608,28,26,9,4,320,320,9,4,NEOG,35
18,1804,1,2015,9,12,18,1804,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
18,1804,1,2015,15,12,18,1804,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
18,1804,1,2015,30,10,18,1804,999,999,9,9,320,320,1,9,IGNORADO,IGNORADO
18,1804,1,2015,30,10,18,1804,34,999,4,9,320,320,1,1,35,IGNORADO
18,1804,2,2015,11,12,18,1804,28,26,4,4,320,320,4,4,NEOG,NEOG
18,1804,4,2015,3,11,18,1804,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
18,1804,5,2015,1,4,18,1804,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
22,2201,1,2015,22,10,22,2201,34,27,4,9,320,320,4,1,NEOG,NEOG
22,2201,1,2015,18,12,22,2201,42,999,4,9,320,320,2,1,52,NEOG
22,2201,1,2015,10,10,22,2201,33,32,4,5,320,320,3,2,61,NEOG
22,2201,1,2015,26,9,22,2201,27,29,4,4,320,320,4,4,NEOG,43
22,2201,2,2015,5,5,22,2201,27,29,9,9,320,320,1,1,31,NEOG
22,2201,2,2015,19,12,22,2201,26,29,9,9,320,320,1,4,NEOG,NEOG
22,2201,2,2015,16,6,22,2201,999,50,9,9,320,320,9,1,26,IGNORADO
22,2201,2,2015,9,9,22,2201,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
22,2201,2,2015,19,11,22,2201,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
22,2201,2,2015,18,12,22,2201,999,999,9,9,320,320,9,1,IGNORADO,IGNORADO
22,2201,2,2015,28,11,22,2201,25,23,1,1,320,320,4,4,61,NEOG
22,2201,3,2015,18,12,22,2201,24,17,4,9,320,320,3,1,61,NEOG
22,2201,4,2015,12,11,22,2201,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
22,2201,4,2015,24,10,22,2201,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
22,2201,4,2015,10,12,22,2201,47,45,4,4,320,320,2,2,61,NEOG
22,2201,4,2015,28,11,22,2201,999,999,4,9,320,320,1,9,IGNORADO,IGNORADO
22,2201,5,2015,11,12,22,2201,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
22,2201,6,2015,27,5,22,2201,44,40,9,9,320,320,1,1,NEOG,23
6,603,2,2015,6,11,6,603,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
4,405,2,2015,17,2,1,101,999,999,9,9,320,320,9,9,NEOG,NEOG
6,601,1,2015,25,11,6,601,33,32,4,4,320,320,4,4,52,52
6,601,2,2015,3,12,6,601,999,999,9,9,320,320,9,9,92,NEOG
6,601,2,2015,5,10,6,606,999,999,9,9,320,320,9,9,61,NEOG
6,604,3,2015,11,7,6,604,999,999,9,9,320,320,9,9,NEOG,NEOG
22,2217,2,2015,20,11,22,2217,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
22,2217,2,2015,14,2,22,2217,999,999,9,4,320,320,9,1,NEOG,NEOG
6,605,4,2015,24,10,1,115,999,999,9,9,320,320,9,9,NEOG,NEOG
6,614,2,2015,25,11,6,602,42,24,4,4,320,320,2,3,61,51
6,614,2,2015,17,9,6,603,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
6,614,3,2015,17,11,6,614,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
6,614,4,2015,6,2,6,614,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
22,2204,3,2015,3,12,22,2204,32,26,4,4,320,320,4,4,34,41
22,2215,1,2015,10,11,22,2215,999,999,9,9,320,320,9,9,61,IGNORADO
22,2215,3,2015,3,9,22,2215,999,999,9,9,320,320,9,9,61,IGNORADO
18,1802,5,2015,12,11,18,1801,999,999,9,9,320,320,9,9,NEOG,IGNORADO
18,1803,5,2015,19,6,18,1803,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
10,1002,2,2015,18,9,10,1002,999,24,9,4,320,320,1,2,NEOG,NEOG
10,1002,2,2015,21,11,10,1002,999,999,4,4,320,320,1,1,NEOG,NEOG
10,1002,6,2015,25,9,10,1002,54,999,4,9,320,320,2,1,61,NEOG
10,1002,6,2015,12,12,10,1002,46,999,9,9,320,320,9,9,IGNORADO,NEOG
10,1004,1,2015,5,11,10,1004,37,28,1,4,320,320,4,4,33,23
10,1004,1,2015,22,12,10,1004,999,23,9,4,320,320,9,4,NEOG,NEOG
10,1004,4,2015,31,7,10,1004,27,18,9,1,320,320,9,4,IGNORADO,NEOG
10,1019,5,2015,31,1,10,1019,27,26,9,1,320,320,9,2,IGNORADO,NEOG
11,1102,1,2015,27,8,11,1101,33,32,4,4,320,320,3,3,IGNORADO,IGNORADO
11,1102,1,2015,19,5,11,1102,30,31,9,9,320,320,2,2,NEOG,NEOG
11,1102,1,2015,27,11,11,1103,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
11,1102,2,2015,8,10,11,1102,999,999,9,9,320,320,9,9,61,NEOG
11,1102,5,2015,5,9,11,1102,27,20,4,4,320,320,2,2,61,NEOG
11,1104,2,2015,23,5,11,1101,999,31,9,9,320,320,9,9,IGNORADO,IGNORADO
11,1105,1,2015,4,8,1,101,999,999,9,9,320,320,9,9,33,23
11,1108,1,2015,15,10,11,1108,999,999,9,9,320,320,9,9,61,NEOG
11,1108,1,2015,12,11,11,1108,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
11,1108,5,2015,31,7,11,1108,999,999,9,9,320,320,9,9,61,NEOG
11,1108,5,2015,4,12,10,1010,30,21,1,1,320,320,3,3,NEOG,NEOG
17,1709,1,2015,1,10,17,1712,31,25,4,4,320,320,2,2,52,NEOG
17,1709,4,2015,7,8,20,2011,999,999,9,9,320,320,1,1,61,NEOG
17,1703,1,2015,24,2,17,1703,999,999,9,9,320,320,9,9,61,IGNORADO
17,1703,2,2015,26,11,17,1703,49,999,4,9,320,320,2,9,61,NEOG
6,602,3,2015,21,5,6,602,999,999,4,4,320,320,1,1,IGNORADO,IGNORADO
22,2209,6,2015,28,11,22,2209,999,999,9,4,320,320,9,2,92,NEOG
10,1005,1,2015,17,12,10,1005,38,999,4,9,320,320,4,9,NEOG,NEOG
14,1419,1,2015,5,12,14,1419,26,28,1,1,320,320,3,3,NEOG,NEOG
5,505,1,2015,17,9,5,505,999,999,9,9,320,320,9,9,61,NEOG
5,505,2,2015,14,10,5,505,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,505,2,2015,19,12,5,501,23,21,4,4,320,320,3,2,52,NEOG
5,505,5,2015,10,10,5,505,999,999,9,9,320,320,9,9,61,NEOG
14,1413,1,2015,4,11,14,1413,999,999,9,9,320,320,9,9,NEOG,NEOG
16,1603,2,2015,9,12,16,1603,33,19,1,1,320,320,5,4,21,NEOG
16,1603,2,2015,14,10,16,1603,62,56,1,1,320,320,1,1,IGNORADO,IGNORADO
16,1603,2,2015,15,7,16,1603,33,24,1,1,320,320,3,2,NEOG,NEOG
16,1603,4,2015,8,12,4,410,29,25,1,1,320,320,2,2,83,NEOG
16,1603,4,2015,13,10,16,1603,999,999,9,9,320,320,1,1,NEOG,IGNORADO
16,1604,3,2015,20,6,16,1604,42,30,4,4,320,320,5,4,NEOG,NEOG
17,1705,2,2015,2,12,17,1705,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
17,1705,3,2015,17,12,17,1705,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
19,1903,1,2015,18,11,19,1903,999,999,4,4,320,320,9,9,IGNORADO,IGNORADO
20,2005,1,2015,8,7,20,2005,999,999,9,9,320,320,9,9,61,IGNORADO
20,2005,2,2015,4,11,20,2005,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
20,2010,2,2015,21,10,20,2010,34,22,9,4,320,320,5,4,33,NEOG
20,2011,1,2015,25,11,20,2009,999,999,4,9,320,320,2,9,IGNORADO,IGNORADO
20,2011,1,2015,30,7,20,2011,43,38,4,9,320,320,3,3,NEOG,NEOG
20,2011,1,2015,3,10,22,2203,58,999,9,9,320,320,2,9,75,IGNORADO
20,2011,2,2015,6,11,5,506,38,999,9,9,320,320,1,1,IGNORADO,IGNORADO
20,2011,3,2015,14,11,19,1901,25,22,4,4,320,320,4,3,33,34
20,2011,6,2015,24,10,20,2011,21,30,4,4,320,320,2,4,NEOG,NEOG
20,2011,6,2015,28,8,20,2011,28,33,4,4,320,320,4,9,NEOG,NEOG
22,2202,1,2015,18,12,22,2202,54,999,4,4,320,320,1,1,92,NEOG
22,2202,1,2015,29,5,22,2202,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
22,2202,1,2015,19,8,22,2202,36,24,4,4,320,320,5,2,52,NEOG
22,2202,2,2015,15,7,22,2202,999,33,9,4,320,320,9,2,NEOG,NEOG
22,2202,2,2015,11,12,22,2202,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
22,2212,1,2015,1,12,22,2212,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
22,2212,3,2015,28,7,22,2212,50,999,4,4,320,320,2,9,61,IGNORADO
22,2212,3,2015,17,11,22,2212,35,999,4,9,320,320,4,9,33,IGNORADO
22,2212,5,2015,30,10,22,2212,999,999,9,9,320,320,9,1,IGNORADO,IGNORADO
6,609,1,2015,10,9,6,609,999,31,9,4,320,320,9,4,IGNORADO,23
6,609,2,2015,12,8,6,609,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
20,2009,1,2015,28,10,20,2009,30,21,4,4,320,320,2,3,61,NEOG
20,2009,2,2015,1,10,20,2009,27,28,4,4,320,320,3,4,NEOG,NEOG
20,2009,4,2015,30,12,20,2009,999,999,9,9,320,320,9,9,92,NEOG
20,2009,6,2015,25,6,20,2009,22,18,4,4,320,320,3,2,61,NEOG
20,2002,1,2015,17,9,20,2002,999,999,9,9,320,320,1,1,IGNORADO,IGNORADO
20,2002,3,2015,1,8,20,2002,23,37,4,4,320,320,2,2,61,NEOG
19,1905,1,2015,29,5,19,1905,23,20,4,4,320,320,2,1,NEOG,NEOG
19,1905,4,2015,14,7,19,1905,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
19,1906,2,2015,25,11,19,1906,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
16,1602,2,2015,3,11,15,1501,32,29,4,4,320,320,1,4,IGNORADO,IGNORADO
